Blog	fix	address	social	university	talked	comfort	direction	sold	term	kinda	taught	skin	gotta	enter	considered	orange	bill	blame	whose	besides	common	lesson	report	odd	february	effect	presents	slept	uncle	fat	trouble	sell	cost	fantastic	tells	among	restaurant	decision	colors	setting	possibly	unique	bird	article	broke	fully	included	mountain	joined	becoming	crap	tough	various	milk	soft	crowd	riding	similar	headed	miles	knowledge	cheap	remind	reminds	garden	kiss	cd	spread	till	heat	daughter	aware	album	checked	sugar	willing	goal	consider	bags	doctor	built	smiling	scene	product	cousin	performance	animal	island	shoot	losing	gifts	advice	match	heads	related	pages	grade	pants	master	eve	swimming	yours	agree	jesus	clearly	picking	language	students	national	crying	interview	fans	ladies	holidays	release	opinion	tickets	wet	lie	north	blogger	attend	vacation	failed	allow	media	halloween	digital	videos	paint	breaking	health	challenge	issue	teeth	mixed	expected	via	checking	suddenly	harder	ending	bringing	dogs	battle	inspired	seat	joke	flight	sight	official	birds	answers	neither	runs	east	artist	stone	account	projects	shut	remembered	classes	edge	festival	sets	friendly	hide	seven	magazine	career	weight	thus	episode	describe	quote	everybody	hadn	net	pizza	feelings	fellow	degrees	happiness	jack	plenty	schedule	plays	french	desk	otherwise	anniversary	success	sand	mid	begins	storm	blogs	community	path	camp	player	credit	tall	cheese	midnight	river	education	van	jobs	circle	pure	pack	powerful	balance	shots	response	available	handle	vs	boxes	lake	sees	personally	prepared	barely	training	receive	cleaning	giant	google	drinks	golden	hat	chair	research	ordered	police	finger	adventure	babies	parties	ah	sex	impossible	packed	distance	normally	feed	tune	rolling	sale	paul	terrible	becomes	calm	goodness	position	honor	musical	forgotten	hits	likely	ears	numbers	ability	wanna	press	led	boss	fighting	tight	listened	noise	tom	states	student	private	society	james	force	disappointed	text	bathroom	hearts	arm	exact	traffic	reached	sometime	guilty	rare	vote	forth	minor	em	killed	member	shower	constantly	rocks	ain	reminded	loose	confused	typical	movement	progress	plastic	review	blow	jam	jeans	grew	culture	library	pics	science	dust	beer	model	decent	san	lessons	officially	directly	selling	damn	folks	butter	staff	aside	topic	shake	signed	false	easter	fourth	cash	deserve	leading	higher	copy	birth	surgery	candy	ups	eight	paying	suit	obvious	salt	professional	youtube	mary	attended	driver	york	cooking	provide	worried	laid	valentine	couch	sisters	lets	blast	indeed	classic	shit	cancer	delicious	value	pro	mission	items	excuse	proper	toy	released	creating	piano	rough	waste	inspiration	bread	lyrics	cell	evil	lord	pulling	considering	holds	yard	faster	lying	sports	kinds	adventures	santa	download	design	painted	doors	angry	meal	visited	prefer	walks	attitude	animals	puts	rule	wore	suppose	option	windows	therefore	role	vision	clock	despite	compared	traditional	degree	avoid	faith	correct	recommend	pleasure	studio	cried	raise	solid	drama	grateful	hungry	activities	plane	target	covers	entry	accident	younger	trips	sang	awake	aunt	concept	gain	waited	bank	somebody	impressed	swing	drunk	sides	celebration	families	fool	juice	attack	walls	serve	overall	pet	curious	appear	experienced	print	hung	ipod	tag	continues	saved	nap	threw	precious	ignore	task	shirts	saving	web	adorable	ticket	tend	necessary	angel	dates	stood	falls	drawing	highly	freedom	modern	stress	bowl	q	finds	stomach
Roll The Bones: A Random Journey Through My itunes Library	1	0	12	4	1	1	1	3	5	2	1	6	4	0	6	2	5	0	3	3	0	0	3	8	0	10	0	0	3	9	4	2	0	4	2	9	0	0	1	5	6	5	2	1	1	5	7	3	0	3	6	6	1	1	9	9	6	0	1	2	2	1	3	9	0	22	109	0	5	1	2	2	144	3	1	6	0	7	0	1	2	3	11	2	1	12	3	2	1	2	0	4	0	2	1	0	12	0	4	0	0	1	1	2	0	4	0	1	0	0	3	22	6	1	16	18	2	2	10	3	3	1	1	1	2	8	2	2	5	1	3	0	1	3	2	1	5	3	2	9	0	8	1	0	2	3	1	5	0	0	2	0	1	6	2	2	18	6	2	2	2	3	0	4	2	2	0	3	5	2	13	1	5	1	3	0	1	3	0	0	2	3	0	1	4	0	1	9	4	0	0	1	8	0	13	18	2	1	1	0	0	11	12	2	5	0	3	0	6	1	6	4	2	1	0	1	3	1	1	0	0	0	3	0	0	4	0	0	0	0	0	0	4	0	0	0	1	1	3	0	3	1	2	6	2	0	3	1	0	23	9	0	16	3	1	1	4	0	0	27	2	29	2	2	1	0	0	6	12	2	4	9	9	3	7	4	1	0	0	5	3	2	1	1	0	0	1	0	4	3	1	1	0	2	9	7	4	1	0	3	3	5	1	2	2	6	3	0	3	3	7	7	3	6	9	8	0	0	4	7	1	2	1	0	0	0	5	26	7	1	0	4	1	6	0	3	0	3	17	2	7	2	5	1	2	1	0	5	2	0	8	1	0	11	3	2	2	1	0	1	0	2	7	0	1	3	2	13	45	27	1	0	1	2	1	0	1	5	0	32	0	11	0	2	1	1	58	2	2	2	1	3	4	0	1	0	3	0	1	0	4	1	1	8	7	0	0	3	1	3	1	6	1	2	9	0	0	1	4	1	0	9	2	3	1	0	4	0	6	2	6	0	0	12	0	0	3	0	0	0	8	1	2	2	2	3	0	0	4	0	0	0	3	1	3	2	4	1	0	1	0	1	0	0	10	1	4	3	1	2	1	3	1	1	1	0	0	0	1	0	1	1	0	4	0	2	0	8	0	1	2	1	5	0	7	0	0	2	0	1
They white-washed us, once	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	2	3	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	1	5	0	1	1	0	0	0	0	1	1	0	1	0	2	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	9	2	0	2	0	0	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	3	2	1	0	0	0	0	3	1	1	2	0	0	1	0	0	0	0	0	0	14	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	2	0	0	0	3	0	0	1	0	0	2	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	4	1	1	0	0	0	1	0	0	3	2	0	0	0	0	0	1	0	5	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	1	1	0	0	3	1	0	0	0	4	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	0	3	1	0	0	1	3	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	3	1	1	0	1	0	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	4	0	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	3	0	0	1	0	1	0	0	1
Baby Seth's Story	0	1	0	1	1	5	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	0	1	0	11	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	6	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	12	0	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	0	0	1	2	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	1	18	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0
Kamiel Choi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
My "Guey"	3	1	0	0	1	0	1	1	1	8	1	1	3	0	0	1	3	4	0	1	5	2	4	2	0	1	0	3	0	2	0	1	5	1	2	0	4	2	1	0	0	0	0	0	1	0	0	0	1	2	10	3	5	1	0	0	0	0	1	1	1	5	4	1	3	0	0	2	0	2	0	2	0	2	1	0	0	0	0	12	0	1	1	0	0	0	0	0	4	1	2	1	0	2	0	0	0	3	1	3	0	1	1	1	1	3	1	1	0	2	2	0	0	1	0	0	3	3	2	1	4	2	9	0	0	0	1	2	3	2	0	0	1	2	2	1	0	1	0	3	3	0	1	0	0	0	1	3	2	2	0	0	2	2	0	0	0	0	0	1	2	1	3	0	1	0	1	2	0	0	1	0	1	2	0	2	0	0	0	2	0	2	0	1	0	2	1	0	0	3	1	1	0	2	0	1	0	4	0	0	0	0	6	0	2	0	0	0	4	0	0	2	2	0	0	0	1	0	1	0	2	0	0	1	3	2	1	0	1	4	4	1	0	1	0	0	1	2	2	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	0	1	0	3	0	0	1	2	1	2	0	1	1	0	0	3	1	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	2	1	2	0	3	0	0	0	0	1	0	0	4	2	0	1	1	2	5	1	2	0	6	0	0	0	3	0	1	0	17	1	0	3	0	0	1	1	4	2	0	2	4	0	2	0	1	0	0	0	0	1	3	3	0	0	0	0	3	1	1	0	1	0	0	1	2	0	0	0	3	1	2	2	1	1	0	0	0	6	0	0	0	30	0	0	0	0	0	2	3	4	0	0	1	0	0	0	1	0	0	3	0	0	0	1	1	3	2	0	0	0	0	0	0	1	0	0	2	0	0	1	6	2	3	2	2	0	9	0	0	1	2	0	2	0	1	1	0	5	0	0	0	2	0	1	0	0	1	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	8	2	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	4	1	1	2	0	1	0	0	0	0	0	2	2	0	1	1
. alliness .	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0
Phog Lounge	2	7	6	25	0	2	0	12	1	2	3	1	1	2	2	1	19	0	7	1	4	4	3	6	43	3	11	0	3	0	1	17	5	14	1	11	1	2	0	3	1	27	1	14	5	10	5	3	12	1	9	8	4	6	3	37	0	5	1	8	4	3	9	5	2	6	61	4	0	8	0	13	86	2	9	12	4	10	4	1	2	0	40	3	2	27	3	4	11	1	8	3	4	12	3	7	2	2	1	4	0	7	5	3	3	2	3	4	20	5	16	28	1	2	54	3	69	5	0	15	2	10	5	2	4	18	3	6	42	8	4	2	2	7	2	8	11	5	3	2	1	1	22	11	2	6	4	1	4	3	7	5	3	0	5	10	20	10	6	8	3	2	0	3	69	23	12	0	6	38	6	1	5	7	10	1	1	1	2	0	2	1	0	1	5	4	24	27	9	0	6	6	16	0	8	22	2	7	46	2	3	9	2	1	4	8	6	2	9	1	1	3	34	3	0	11	10	26	1	11	1	9	4	5	4	2	3	3	1	9	3	7	30	8	1	3	3	4	0	2	0	5	2	1	4	7	3	3	1	1	8	29	19	1	4	2	7	0	0	40	1	3	26	8	3	5	3	19	6	1	0	6	8	6	49	6	1	4	15	32	4	3	0	1	5	2	2	3	3	4	0	11	16	5	4	4	3	17	1	1	1	2	7	2	2	0	4	2	3	19	4	5	3	3	8	18	0	3	4	23	0	3	10	0	2	1	14	16	23	2	4	11	4	3	6	0	1	3	5	3	3	3	4	1	144	0	11	5	4	3	4	13	3	5	3	6	0	7	1	3	3	4	6	1	1	0	0	6	5	7	2	4	1	2	3	5	2	2	2	29	7	12	3	1	2	1	13	0	1	0	2	6	4	0	2	1	0	4	0	0	6	8	5	4	2	1	1	2	2	1	6	6	2	3	1	3	4	1	1	2	2	2	9	3	2	3	1	4	7	6	4	0	1	16	2	5	0	0	0	0	4	4	3	0	0	1	1	3	3	0	1	2	1	8	5	1	2	14	1	2	18	6	9	4	0	0	1	1	1	8	16	6	0	4	2	0	3	1	1	3	36	0	16	2	14	1	0	1	10	2	1	3	6	0	8	2	1	1	4	1
typing off-the-record	3	2	9	3	6	2	3	5	7	26	2	12	7	1	8	4	1	17	9	2	3	1	6	2	2	7	3	4	9	16	4	1	3	1	10	14	3	5	3	5	5	2	10	8	5	1	3	4	4	9	16	9	0	13	8	4	4	9	1	3	1	11	3	4	2	0	2	7	5	25	0	1	4	1	33	3	3	13	4	10	2	3	8	5	12	23	1	0	9	4	14	6	3	2	10	7	14	3	5	1	5	4	10	1	3	4	4	9	9	2	5	0	2	20	9	2	0	4	3	1	16	8	17	8	7	5	0	3	9	2	5	10	6	8	2	7	5	13	1	4	2	7	3	0	5	5	1	5	3	5	6	1	10	3	1	1	0	2	9	1	1	10	18	3	3	2	6	6	5	12	3	12	4	22	3	3	4	1	10	10	7	4	3	4	2	3	5	6	5	3	5	2	1	1	2	3	4	7	5	12	4	2	2	1	24	5	1	5	0	0	2	4	8	3	5	12	5	2	0	3	0	3	2	2	4	2	1	0	2	2	1	0	10	1	1	12	3	5	5	2	0	5	2	4	3	4	2	1	2	5	0	1	0	0	3	6	3	5	0	3	1	6	0	2	3	7	18	2	7	0	1	2	0	3	4	1	8	1	9	1	3	4	10	0	2	1	3	2	7	1	9	2	6	2	7	1	5	4	1	6	0	6	9	3	7	4	3	5	3	11	3	30	1	9	3	3	2	1	3	9	5	9	3	3	13	1	1	15	2	22	3	14	5	5	0	4	5	2	0	6	3	1	0	1	3	2	0	4	2	1	9	18	2	23	1	4	5	2	13	5	1	5	1	1	0	1	4	5	2	10	0	8	9	0	2	2	3	4	9	4	2	2	4	4	7	3	4	1	13	7	2	10	7	0	1	5	3	3	0	1	19	7	0	2	15	5	5	7	1	3	1	3	1	2	1	7	3	0	1	3	10	7	1	0	5	2	4	1	5	1	0	4	2	2	16	1	6	3	2	1	1	18	2	5	2	5	3	8	3	3	4	2	17	3	3	4	2	4	1	4	3	1	3	17	6	2	1	0	10	1	0	6	5	0	4	0	2	0	2	0	7	2	4	0	2	2	2	4	9	1	4	1	0	11	3	10	17	2	1	2
That's What I Was Going To Say	9	17	88	14	18	10	20	21	23	4	10	5	23	9	12	22	21	3	52	4	31	5	16	33	25	15	11	3	6	2	9	17	13	72	9	158	11	19	11	10	15	28	0	10	19	31	54	5	28	26	10	30	41	4	13	125	6	28	21	17	16	22	7	4	5	17	97	8	0	14	3	14	689	4	5	31	23	27	5	23	17	9	140	26	1	48	6	15	0	19	2	27	7	33	12	8	17	6	7	2	2	18	6	5	30	33	22	3	46	1	23	111	4	18	127	8	12	3	5	21	20	3	7	17	15	39	10	16	37	14	10	13	14	25	11	8	23	118	9	34	7	8	25	14	21	37	5	28	8	7	21	1	10	38	18	21	50	9	46	11	12	22	1	17	2	15	23	8	24	26	54	4	7	10	23	18	10	25	10	2	5	36	2	2	11	15	19	15	40	8	20	17	65	2	55	21	17	41	28	14	3	46	37	5	4	10	2	2	12	7	17	5	12	10	8	4	30	46	4	10	7	1	4	11	5	18	15	18	3	10	25	6	9	7	15	8	8	14	2	3	8	6	5	50	17	7	15	9	9	15	8	5	29	17	7	2	9	17	23	105	26	76	41	29	29	27	34	22	25	7	9	11	13	25	56	24	6	16	10	31	20	8	4	1	10	9	11	13	28	2	8	30	30	13	39	20	12	34	3	19	4	23	11	3	7	30	7	10	26	21	9	13	2	17	26	9	17	14	9	25	10	18	22	6	19	23	13	75	144	20	12	13	5	13	33	4	27	16	19	4	21	12	42	4	7	10	11	15	11	13	37	2	14	16	7	9	7	70	6	31	1	11	5	13	18	4	16	53	106	3	14	11	21	3	8	11	9	24	2	245	29	8	20	4	12	6	79	4	12	3	7	9	6	5	3	4	20	4	2	3	35	10	4	20	26	8	1	3	4	16	4	8	17	9	9	10	9	11	24	14	15	70	3	21	1	8	2	24	59	15	55	3	11	37	2	8	6	4	19	7	31	191	8	12	5	9	5	0	28	7	7	11	3	6	9	4	20	15	5	6	2	40	9	10	17	3	2	23	17	35	12	10	10	22	4	2	16	3	13	11	4	3	7	2	17	22	12	1	13	16	9	4	55	15	34	10	1	2	10	11
Indie Selections For Your Erections	2	0	8	7	12	2	5	12	7	13	4	21	2	5	9	3	8	3	8	11	5	0	1	9	5	9	3	1	4	13	4	8	0	50	4	13	1	0	2	10	10	11	15	3	10	7	11	17	5	4	3	1	24	17	11	25	5	13	4	3	2	4	4	2	3	26	26	4	5	15	1	14	478	3	8	3	2	5	0	2	23	5	33	2	0	36	45	11	3	4	1	0	2	21	4	1	5	1	1	2	3	3	3	40	7	3	3	2	8	6	14	29	4	0	49	25	9	3	5	5	0	1	3	2	2	1	26	5	14	1	5	0	1	4	10	5	9	6	1	12	2	15	6	2	2	2	6	1	3	13	18	6	1	3	7	11	21	11	2	6	7	1	4	1	13	4	10	8	3	3	8	3	26	53	13	3	7	4	2	3	6	3	3	6	7	6	3	16	6	0	8	6	4	7	11	9	1	8	3	4	0	3	2	6	0	3	11	1	10	0	3	10	0	3	5	3	9	9	10	4	2	0	2	11	0	7	0	1	0	11	3	3	8	1	2	5	2	1	5	3	2	2	6	10	13	5	2	8	3	6	10	9	3	11	9	2	1	2	1	25	13	4	10	8	2	6	17	5	5	1	1	6	17	13	17	10	0	0	1	7	5	6	2	4	5	9	6	1	7	2	4	4	1	4	6	7	5	19	0	5	3	13	2	3	3	15	5	1	11	3	6	11	0	3	0	2	0	3	5	4	1	5	5	1	1	8	1	9	1	0	1	3	0	7	9	1	10	25	4	3	1	5	16	0	1	4	1	3	3	3	9	1	2	9	37	4	3	9	0	0	0	6	26	2	2	2	7	6	22	13	3	1	2	0	11	0	1	0	5	68	0	13	3	4	2	1	62	4	6	3	4	17	6	2	5	6	2	0	37	3	8	2	2	2	0	0	1	4	2	1	14	5	6	1	0	2	4	4	0	3	3	19	6	13	3	3	1	1	4	7	12	2	5	19	2	0	1	5	1	1	41	96	2	5	0	4	9	1	12	1	2	3	3	3	3	4	13	3	0	4	5	3	3	0	8	17	1	3	1	10	13	3	2	6	4	1	11	1	4	0	3	6	3	2	5	5	6	3	5	4	5	2	5	2	21	1	1	2	4	0
Jody L Meyer	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Piper Times	1	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	0	2	0	0	5	0	0	0	0	2	1	0	0	3	0	0	6	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	2	2	10	0	1	0	2	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	2	0	0	0	1	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	2	1	1	1	6	0	0	0	0	0	0	3	3	0	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	2	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	3	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	24	0	0	0	0	0	0	1	2	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	3	2	0	0	1	0	2	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	1	1	0	1	0	1	2	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
